NODE_22_length_120613_cov_15.351228_65	K27882
NODE_3_length_306466_cov_15.086084_264	K00943
NODE_36_length_74020_cov_14.397778_36	K00942
NODE_38_length_70687_cov_15.037500_9	K00941
NODE_42_length_64206_cov_14.657704_51	K00940
NODE_7_length_227087_cov_15.662125_32	K00939
NODE_12_length_169171_cov_14.675599_83	K00937
NODE_2_length_310327_cov_15.040480_71	K00931
NODE_28_length_94401_cov_15.028746_85	K00930
NODE_12_length_169171_cov_14.675599_107	K00928
NODE_28_length_94401_cov_15.028746_51	K00927
NODE_35_length_75451_cov_17.892929_45	K00925
NODE_48_length_36510_cov_13.865212_33	K00925
NODE_5_length_270224_cov_14.756047_118	K00919
NODE_10_length_177970_cov_16.619580_56	K00912
NODE_2_length_310327_cov_15.040480_49	K00889
NODE_6_length_241499_cov_14.686123_169	K00883
NODE_31_length_89275_cov_14.498901_12	K00882
NODE_8_length_217158_cov_14.654045_51	K00874
NODE_26_length_99679_cov_14.870952_2	K00873
NODE_6_length_241499_cov_14.686123_20	K00868
NODE_52_length_27378_cov_13.808154_4	K00864
NODE_27_length_95996_cov_14.791851_35	K00863
NODE_22_length_120613_cov_15.351228_111	K00859
NODE_39_length_69086_cov_14.674966_54	K00858
NODE_3_length_306466_cov_15.086084_62	K00854
NODE_9_length_184078_cov_14.554794_23	K00852
NODE_47_length_36994_cov_14.926221_8	K00851
NODE_15_length_153375_cov_15.028157_66	K00847
NODE_19_length_138999_cov_14.097017_50	K00845
NODE_25_length_107545_cov_15.299885_48	K00837
NODE_21_length_125267_cov_15.263681_53	K00833
NODE_6_length_241499_cov_14.686123_166	K00831
NODE_18_length_142879_cov_15.039453_75	K00830
NODE_9_length_184078_cov_14.554794_108	K00826
NODE_16_length_147595_cov_15.526419_21	K00826
NODE_33_length_85796_cov_14.378690_17	K00826
NODE_33_length_85796_cov_14.378690_53	K00826
NODE_3_length_306466_cov_15.086084_249	K00824
NODE_20_length_134083_cov_15.432179_27	K00822
NODE_4_length_279979_cov_15.072070_241	K00821
NODE_18_length_142879_cov_15.039453_122	K00820
NODE_14_length_154169_cov_15.539522_156	K00817
NODE_21_length_125267_cov_15.263681_60	K00817
NODE_30_length_92583_cov_14.901034_88	K00812
NODE_41_length_66375_cov_14.877928_24	K00812
NODE_41_length_66375_cov_14.877928_26	K00812
NODE_3_length_306466_cov_15.086084_151	K00808
NODE_17_length_147460_cov_14.527709_110	K00806
NODE_2_length_310327_cov_15.040480_32	K00800
NODE_4_length_279979_cov_15.072070_83	K00799
NODE_5_length_270224_cov_14.756047_159	K00799
NODE_8_length_217158_cov_14.654045_117	K00799
NODE_10_length_177970_cov_16.619580_164	K00799
NODE_11_length_174094_cov_16.181546_40	K00799
NODE_12_length_169171_cov_14.675599_89	K00799
NODE_19_length_138999_cov_14.097017_9	K00799
NODE_20_length_134083_cov_15.432179_12	K00799
NODE_22_length_120613_cov_15.351228_68	K00799
NODE_26_length_99679_cov_14.870952_47	K00799
NODE_39_length_69086_cov_14.674966_70	K00799
NODE_57_length_18153_cov_12.972983_1	K00799
NODE_57_length_18153_cov_12.972983_14	K00799
NODE_39_length_69086_cov_14.674966_71	K00798
NODE_3_length_306466_cov_15.086084_3	K00797
NODE_38_length_70687_cov_15.037500_4	K00796
NODE_1_length_319143_cov_14.787312_238	K00794
NODE_1_length_319143_cov_14.787312_240	K00793
NODE_9_length_184078_cov_14.554794_29	K00791
NODE_15_length_153375_cov_15.028157_13	K00790
NODE_23_length_117044_cov_16.890880_83	K00789
NODE_8_length_217158_cov_14.654045_185	K00788
NODE_4_length_279979_cov_15.072070_64	K00784
NODE_2_length_310327_cov_15.040480_81	K00783
NODE_22_length_120613_cov_15.351228_104	K00782
NODE_3_length_306466_cov_15.086084_187	K00773
NODE_61_length_13626_cov_13.673087_10	K00772
NODE_8_length_217158_cov_14.654045_45	K00769
NODE_8_length_217158_cov_14.654045_156	K00766
NODE_39_length_69086_cov_14.674966_55	K00765
NODE_36_length_74020_cov_14.397778_7	K00764
NODE_9_length_184078_cov_14.554794_130	K00762
NODE_198_length_453_cov_1.306748_2	K00762
NODE_58_length_17601_cov_15.073137_2	K00761
NODE_56_length_20199_cov_12.012106_8	K00759
NODE_17_length_147460_cov_14.527709_35	K00748
NODE_1_length_319143_cov_14.787312_41	K00721
NODE_19_length_138999_cov_14.097017_46	K00703
NODE_19_length_138999_cov_14.097017_48	K00700
NODE_29_length_93441_cov_15.090619_60	K00697
NODE_3_length_306466_cov_15.086084_277	K00694
NODE_10_length_177970_cov_16.619580_191	K00694
NODE_19_length_138999_cov_14.097017_49	K00688
NODE_25_length_107545_cov_15.299885_27	K00684
NODE_8_length_217158_cov_14.654045_42	K00681
NODE_8_length_217158_cov_14.654045_65	K00681
NODE_9_length_184078_cov_14.554794_105	K00681
NODE_22_length_120613_cov_15.351228_44	K00681
NODE_17_length_147460_cov_14.527709_118	K00677
NODE_28_length_94401_cov_15.028746_81	K00674
NODE_3_length_306466_cov_15.086084_87	K00666
NODE_4_length_279979_cov_15.072070_161	K00666
NODE_11_length_174094_cov_16.181546_103	K00666
NODE_21_length_125267_cov_15.263681_15	K00665
NODE_41_length_66375_cov_14.877928_2	K00665
NODE_5_length_270224_cov_14.756047_236	K00658
NODE_4_length_279979_cov_15.072070_181	K00655
NODE_5_length_270224_cov_14.756047_94	K00654
NODE_21_length_125267_cov_15.263681_16	K00652
NODE_1_length_319143_cov_14.787312_229	K00648
NODE_36_length_74020_cov_14.397778_23	K00645
NODE_13_length_162950_cov_15.688465_119	K00643
NODE_14_length_154169_cov_15.539522_155	K00641
NODE_3_length_306466_cov_15.086084_235	K00640
NODE_154_length_474_cov_0.714697_1	K00640
NODE_8_length_217158_cov_14.654045_126	K00627
NODE_335_length_406_cov_0.888889_1	K00627
NODE_3_length_306466_cov_15.086084_241	K00626
NODE_14_length_154169_cov_15.539522_136	K00626
NODE_35_length_75451_cov_17.892929_46	K00625
NODE_36_length_74020_cov_14.397778_45	K00625
NODE_4_length_279979_cov_15.072070_222	K00620
NODE_12_length_169171_cov_14.675599_161	K00616
NODE_1_length_319143_cov_14.787312_64	K00615
NODE_1_length_319143_cov_14.787312_65	K00615
NODE_28_length_94401_cov_15.028746_55	K00615
NODE_4_length_279979_cov_15.072070_240	K00611
NODE_18_length_142879_cov_15.039453_53	K00609
NODE_5_length_270224_cov_14.756047_18	K00605
NODE_304_length_414_cov_0.864111_1	K00605
NODE_28_length_94401_cov_15.028746_75	K00604
NODE_34_length_81483_cov_15.360059_73	K00602
NODE_1_length_319143_cov_14.787312_243	K00600
NODE_2_length_310327_cov_15.040480_266	K00575
NODE_39_length_69086_cov_14.674966_44	K00575
NODE_40_length_67826_cov_15.440066_25	K00575
NODE_42_length_64206_cov_14.657704_37	K00575
NODE_54_length_25597_cov_13.942835_18	K00575
NODE_12_length_169171_cov_14.675599_170	K00574
NODE_8_length_217158_cov_14.654045_14	K00573
NODE_37_length_72040_cov_14.537580_18	K00573
NODE_18_length_142879_cov_15.039453_69	K00570
NODE_12_length_169171_cov_14.675599_108	K00568
NODE_20_length_134083_cov_15.432179_99	K00567
NODE_25_length_107545_cov_15.299885_69	K00566
NODE_50_length_33531_cov_13.565471_18	K00559
NODE_19_length_138999_cov_14.097017_31	K00554
NODE_195_length_455_cov_0.756098_1	K00554
NODE_20_length_134083_cov_15.432179_39	K00549
NODE_23_length_117044_cov_16.890880_72	K00549
NODE_12_length_169171_cov_14.675599_3	K00548
NODE_12_length_169171_cov_14.675599_140	K00529
NODE_12_length_169171_cov_14.675599_10	K00528
NODE_32_length_86311_cov_14.776014_33	K00526
NODE_25_length_107545_cov_15.299885_21	K00525
NODE_32_length_86311_cov_14.776014_31	K00525
NODE_13_length_162950_cov_15.688465_37	K00484
NODE_13_length_162950_cov_15.688465_25	K00483
NODE_21_length_125267_cov_15.263681_83	K00481
NODE_2_length_310327_cov_15.040480_91	K00459
NODE_13_length_162950_cov_15.688465_2	K00459
NODE_18_length_142879_cov_15.039453_46	K00459
NODE_39_length_69086_cov_14.674966_23	K00457
NODE_3_length_306466_cov_15.086084_154	K00453
NODE_4_length_279979_cov_15.072070_254	K00451
NODE_2_length_310327_cov_15.040480_3	K00450
NODE_3_length_306466_cov_15.086084_122	K00449
NODE_3_length_306466_cov_15.086084_121	K00448
NODE_1_length_319143_cov_14.787312_160	K00433
NODE_8_length_217158_cov_14.654045_102	K00432
NODE_1_length_319143_cov_14.787312_115	K00428
NODE_45_length_44171_cov_17.054037_21	K00428
NODE_11_length_174094_cov_16.181546_12	K00426
NODE_11_length_174094_cov_16.181546_11	K00425
NODE_61_length_13626_cov_13.673087_9	K00413
NODE_61_length_13626_cov_13.673087_8	K00412
NODE_61_length_13626_cov_13.673087_7	K00411
NODE_1_length_319143_cov_14.787312_109	K00406
NODE_39_length_69086_cov_14.674966_38	K00406
NODE_1_length_319143_cov_14.787312_111	K00405
NODE_39_length_69086_cov_14.674966_36	K00405
NODE_1_length_319143_cov_14.787312_112	K00404
NODE_39_length_69086_cov_14.674966_35	K00404
NODE_2_length_310327_cov_15.040480_11	K00384
NODE_5_length_270224_cov_14.756047_191	K00384
NODE_39_length_69086_cov_14.674966_14	K00383
NODE_5_length_270224_cov_14.756047_244	K00382
NODE_8_length_217158_cov_14.654045_124	K00382
NODE_55_length_25122_cov_14.783437_23	K00381
NODE_33_length_85796_cov_14.378690_1	K00375
NODE_240_length_439_cov_0.791667_1	K00350
NODE_20_length_134083_cov_15.432179_98	K00344
NODE_30_length_92583_cov_14.901034_61	K00344
NODE_40_length_67826_cov_15.440066_67	K00344
NODE_17_length_147460_cov_14.527709_78	K00343
NODE_17_length_147460_cov_14.527709_77	K00342
NODE_17_length_147460_cov_14.527709_76	K00341
NODE_17_length_147460_cov_14.527709_75	K00340
NODE_17_length_147460_cov_14.527709_74	K00339
NODE_17_length_147460_cov_14.527709_73	K00338
NODE_17_length_147460_cov_14.527709_72	K00337
NODE_17_length_147460_cov_14.527709_71	K00336
NODE_17_length_147460_cov_14.527709_70	K00335
NODE_17_length_147460_cov_14.527709_69	K00334
NODE_17_length_147460_cov_14.527709_68	K00333
NODE_17_length_147460_cov_14.527709_67	K00332
NODE_17_length_147460_cov_14.527709_66	K00331
NODE_17_length_147460_cov_14.527709_65	K00330
NODE_26_length_99679_cov_14.870952_26	K00325
NODE_26_length_99679_cov_14.870952_24	K00324
NODE_26_length_99679_cov_14.870952_25	K00324
NODE_3_length_306466_cov_15.086084_109	K00320
NODE_4_length_279979_cov_15.072070_203	K00311
NODE_10_length_177970_cov_16.619580_178	K00297
NODE_7_length_227087_cov_15.662125_97	K00286
NODE_18_length_142879_cov_15.039453_17	K00285
NODE_4_length_279979_cov_15.072070_134	K00283
NODE_4_length_279979_cov_15.072070_133	K00282
NODE_5_length_270224_cov_14.756047_16	K00281
NODE_3_length_306466_cov_15.086084_203	K00278
NODE_9_length_184078_cov_14.554794_109	K00276
NODE_15_length_153375_cov_15.028157_48	K00275
NODE_19_length_138999_cov_14.097017_6	K00266
NODE_19_length_138999_cov_14.097017_7	K00265
NODE_5_length_270224_cov_14.756047_128	K00254
NODE_19_length_138999_cov_14.097017_93	K00253
NODE_15_length_153375_cov_15.028157_80	K00252
NODE_3_length_306466_cov_15.086084_29	K00249
NODE_7_length_227087_cov_15.662125_115	K00249
NODE_15_length_153375_cov_15.028157_4	K00249
NODE_18_length_142879_cov_15.039453_92	K00249
NODE_34_length_81483_cov_15.360059_26	K00242
NODE_34_length_81483_cov_15.360059_27	K00241
NODE_6_length_241499_cov_14.686123_37	K00240
NODE_34_length_81483_cov_15.360059_24	K00240
NODE_34_length_81483_cov_15.360059_25	K00239
NODE_61_length_13626_cov_13.673087_6	K00228
NODE_3_length_306466_cov_15.086084_205	K00227
NODE_14_length_154169_cov_15.539522_157	K00220
NODE_23_length_117044_cov_16.890880_81	K00215
NODE_15_length_153375_cov_15.028157_49	K00208
NODE_3_length_306466_cov_15.086084_157	K00207
NODE_5_length_270224_cov_14.756047_235	K00164
NODE_17_length_147460_cov_14.527709_57	K00163
NODE_8_length_217158_cov_14.654045_127	K00162
NODE_8_length_217158_cov_14.654045_128	K00161
NODE_2_length_310327_cov_15.040480_77	K00147
NODE_26_length_99679_cov_14.870952_49	K00145
NODE_63_length_12220_cov_15.023154_8	K00145
NODE_298_length_416_cov_0.858131_1	K00140
NODE_3_length_306466_cov_15.086084_72	K00135
NODE_39_length_69086_cov_14.674966_15	K00135
NODE_25_length_107545_cov_15.299885_90	K00134
NODE_28_length_94401_cov_15.028746_54	K00134
NODE_16_length_147595_cov_15.526419_79	K00133
NODE_34_length_81483_cov_15.360059_30	K00133
NODE_32_length_86311_cov_14.776014_65	K00130
NODE_1_length_319143_cov_14.787312_259	K00128
NODE_10_length_177970_cov_16.619580_103	K00128
NODE_15_length_153375_cov_15.028157_26	K00127
NODE_15_length_153375_cov_15.028157_28	K00123
NODE_9_length_184078_cov_14.554794_104	K00122
NODE_7_length_227087_cov_15.662125_150	K00121
NODE_6_length_241499_cov_14.686123_101	K00111
NODE_4_length_279979_cov_15.072070_58	K00108
NODE_31_length_89275_cov_14.498901_31	K00108
NODE_7_length_227087_cov_15.662125_10	K00104
NODE_36_length_74020_cov_14.397778_58	K00102
NODE_19_length_138999_cov_14.097017_44	K00101
NODE_17_length_147460_cov_14.527709_112	K00099
NODE_25_length_107545_cov_15.299885_101	K00098
NODE_39_length_69086_cov_14.674966_31	K00097
NODE_3_length_306466_cov_15.086084_75	K00090
NODE_43_length_60437_cov_14.044056_49	K00088
NODE_16_length_147595_cov_15.526419_6	K00077
NODE_40_length_67826_cov_15.440066_52	K00077
NODE_47_length_36994_cov_14.926221_13	K00077
NODE_58_length_17601_cov_15.073137_10	K00077
NODE_38_length_70687_cov_15.037500_43	K00076
NODE_41_length_66375_cov_14.877928_42	K00075
NODE_4_length_279979_cov_15.072070_106	K00074
NODE_26_length_99679_cov_14.870952_82	K00067
NODE_1_length_319143_cov_14.787312_224	K00064
NODE_1_length_319143_cov_14.787312_226	K00060
NODE_1_length_319143_cov_14.787312_83	K00059
NODE_2_length_310327_cov_15.040480_235	K00059
NODE_4_length_279979_cov_15.072070_142	K00059
NODE_15_length_153375_cov_15.028157_123	K00059
NODE_16_length_147595_cov_15.526419_110	K00059
NODE_18_length_142879_cov_15.039453_112	K00059
NODE_36_length_74020_cov_14.397778_25	K00059
NODE_2_length_310327_cov_15.040480_184	K00058
NODE_6_length_241499_cov_14.686123_6	K00058
NODE_6_length_241499_cov_14.686123_165	K00058
NODE_36_length_74020_cov_14.397778_46	K00057
NODE_9_length_184078_cov_14.554794_33	K00053
NODE_1_length_319143_cov_14.787312_61	K00052
NODE_2_length_310327_cov_15.040480_108	K00052
NODE_19_length_138999_cov_14.097017_35	K00052
NODE_27_length_95996_cov_14.791851_10	K00052
NODE_17_length_147460_cov_14.527709_26	K00048
NODE_3_length_306466_cov_15.086084_146	K00046
NODE_8_length_217158_cov_14.654045_75	K00042
NODE_25_length_107545_cov_15.299885_103	K00040
NODE_47_length_36994_cov_14.926221_7	K00033
NODE_13_length_162950_cov_15.688465_84	K00032
NODE_3_length_306466_cov_15.086084_22	K00031
NODE_14_length_154169_cov_15.539522_131	K00031
NODE_22_length_120613_cov_15.351228_63	K00029
NODE_26_length_99679_cov_14.870952_48	K00029
NODE_5_length_270224_cov_14.756047_232	K00024
NODE_14_length_154169_cov_15.539522_147	K00023
NODE_15_length_153375_cov_15.028157_70	K00020
NODE_16_length_147595_cov_15.526419_109	K00020
NODE_28_length_94401_cov_15.028746_70	K00019
NODE_15_length_153375_cov_15.028157_88	K00015
NODE_18_length_142879_cov_15.039453_113	K00015
NODE_22_length_120613_cov_15.351228_112	K00014
NODE_39_length_69086_cov_14.674966_56	K00013
NODE_18_length_142879_cov_15.039453_131	K00012
NODE_18_length_142879_cov_15.039453_9	K00010
NODE_1_length_319143_cov_14.787312_66	K00005
NODE_15_length_153375_cov_15.028157_148	K00003
NODE_29_length_93441_cov_15.090619_86	K00001
